"","y","x1","x2"
"204",0.120683754748335,10,15.311249733
"205",0,12,15.311249733
"206",0,10,15.311249733
"207",0,10,15.311249733
"208",0,10,15.311249733
"209",0,9,15.311249733
"210",0,9,15.0437507629
"211",0,8,15.0437507629
"212",0,8,15.0437507629
"213",0,4,15.0437507629
"214",0,4,15.0437507629
"215",0,4,15.0437507629
"216",0,1,15.0437507629
"217",0,4,15.0437507629
"218",0,4,15.0437507629
"219",0,2,13.9087495804
"220",0,1,13.9087495804
"221",0,1,13.9087495804
"222",0,1,13.9087495804
"223",0,1,13.9087495804
"224",0,1,13.9087495804
"225",0,1,13.9087495804
"226",0,1,13.9087495804
"227",0,1,13.9087495804
"228",0,1,10.2650003433
"229",0,1,10.2650003433
"230",0,1,11.5437498093
"231",0,11,11.5437498093
"232",0,11,11.5437498093
"233",0,11,11.5437498093
"234",0,1,11.5437498093
"235",0,1,11.5437498093
"236",0,1,11.5437498093
"237",0,3,11.5437498093
"238",0,2,11.5437498093
"239",0,2,11.5437498093
"240",0,2,11.5437498093
"241",0,2,11.5437498093
"242",0,2,11.5437498093
"243",0,2,11.5437498093
"244",0,4,11.5437498093
"245",0,4,11.5437498093
"246",0,1,11.5437498093
"247",0,4,11.5437498093
"248",0,4,11.5437498093
"249",0,3,13.6837501526
"250",0,3,13.6837501526
"251",0,3,13.6837501526
"252",0,2,13.6837501526
"253",0,3,13.6837501526
"254",0,3,13.6837501526
"255",0,3,13.6837501526
"256",0,3,13.6837501526
"257",0,3,13.6837501526
"258",0,2,13.6837501526
"259",0,1,13.6837501526
"260",0,NA,13.6837501526
"261",0,1,13.6837501526
"262",0,NA,13.6837501526
"263",0,NA,13.6837501526
"264",0,NA,13.6837501526
"265",0,NA,13.6837501526
"266",0,3,13.6837501526
"267",0.0823199811657211,NA,13.6837501526
"268",0,5,15.4187498093
"269",0,5,15.4187498093
"270",0,5,15.4187498093
"271",0,5,15.4187498093
"272",0,6,15.4187498093
"273",0,1,15.4187498093
"274",0,1,15.4187498093
"275",0,3,15.4187498093
"276",0,3,15.4187498093
"277",0,4,15.4187498093
"278",0,4,15.4187498093
"279",0,4,15.4187498093
"280",0,2,15.4187498093
"281",0,2,15.4187498093
"282",0,2,15.4187498093
"283",0,2,15.4187498093
"284",0,3,15.4187498093
"285",0,3,15.4187498093
"286",0,3,15.4187498093
"287",0,3,15.4187498093
"288",0,1,15.4187498093
"289",0,NA,15.4187498093
"290",0,1,15.4187498093
"291",0,NA,15.4187498093
"292",0,3,15.4187498093
"293",0,3,15.4187498093
"294",0,3,16.2250003815
"295",0,6,16.2250003815
"296",0,6,16.2250003815
"297",0,6,16.2250003815
"298",0,6,16.2250003815
"299",0,3,16.2250003815
"300",0,NA,16.2250003815
"301",0,3,16.2250003815
"302",0,6,16.2250003815
"303",0,6,16.2250003815
"304",0,6,16.2250003815
"305",0,4,16.2250003815
"306",0,10,16.2250003815
"307",0,10,16.2250003815
"308",0,10,16.2250003815
"309",0,12,16.2250003815
"310",0,12,16.2250003815
"311",0,13,16.2250003815
"312",0,13,16.2250003815
"313",0,12,16.2250003815
"314",0.119908871541834,10,16.2250003815
"315",0,11,16.2250003815
"316",0,11,16.2250003815
"317",0,8,16.2250003815
"318",0,8,16.2250003815
"319",0,8,16.2250003815
"320",0,6,16.2250003815
"321",0,6,16.2250003815
"322",0,NA,16.2250003815
"323",0,NA,16.2250003815
"324",0,8,16.2250003815
"325",0,8,16.0050010681
"326",0,9,16.0050010681
"327",0,5,16.0050010681
"328",0,5,16.0050010681
"329",0,5,16.0050010681
"330",0,5,16.0050010681
"331",0,5,16.0050010681
"332",0,5,16.0050010681
"333",0,7,16.0050010681
"334",0,7,16.0050010681
"335",0,7,16.0050010681
"336",0,6,16.0050010681
"337",0,6,16.0050010681
"338",0,7,16.0050010681
"339",0,6,16.0050010681
"340",0,6,16.0050010681
"341",0,6,16.0050010681
"342",0,6,16.0050010681
"343",0,6,16.0050010681
"344",0,7,16.0050010681
"345",0,7,16.0050010681
"346",0,6,16.0050010681
"347",0,4,16.0050010681
"348",0,4,16.0050010681
"349",0,4,16.0050010681
"350",0,3,16.0050010681
"351",0,1,16.0050010681
"352",0,2,13.9774999619
"353",0,4,13.9774999619
"354",0,4,13.9774999619
"355",0,4,13.9774999619
"356",0,9,13.9774999619
"357",0,8,13.9774999619
"358",0,5,13.9774999619
"359",0,5,13.9774999619
"360",0,5,13.9774999619
"361",0.109218131753432,7,13.9774999619
"362",0,7,13.9774999619
"363",0,14,13.9774999619
"364",0.0950059913797754,14,13.9774999619
"365",0,14,13.9774999619
"366",0,14,13.9774999619
"367",0.050257384053857,14,13.9774999619
"368",0,14,13.9774999619
"369",0,13,13.9774999619
"370",0,8,13.9774999619
"371",0,8,13.9774999619
"372",0,8,13.9774999619
"373",0,NA,13.1812496185
"374",0,NA,13.1812496185
"375",0,NA,13.1812496185
"376",0,NA,13.1812496185
"377",0,4,13.1812496185
"378",0,NA,13.1812496185
"379",0,6,13.1812496185
"380",0,5,15.061249733
"381",0,NA,15.061249733
"382",0,NA,15.061249733
"383",0,NA,15.061249733
"384",0,NA,15.8250007629
"385",0,8,15.8250007629
"386",0,7,15.8250007629
"387",0,8,15.8250007629
"388",0,NA,15.8250007629
"389",0,NA,15.8250007629
"390",0,5,15.8250007629
"391",0,8,15.8250007629
"392",0,NA,15.8250007629
"393",0,2,15.8250007629
"394",0,2,15.8250007629
"395",0,NA,15.8250007629
"396",0,NA,15.8250007629
"397",0,NA,15.8250007629
"398",0,NA,15.8250007629
"399",0,NA,15.8250007629
"400",0,NA,15.8250007629
"401",0,NA,15.8250007629
"402",0,NA,15.8250007629
"403",0,18,15.8250007629
"404",0.0579215627901715,19,15.8250007629
"405",0,17,15.8250007629
"406",0,18,15.8250007629
"407",0,18,15.8250007629
"408",0,11,15.8250007629
"409",0,11,14.5725002289
"410",0,10,14.5725002289
"411",0,7,14.5725002289
"412",0,8,14.5725002289
"413",0,8,14.5725002289
"414",0,8,14.5725002289
"415",0,8,14.5725002289
"416",0,8,14.5725002289
"417",0,7,14.5725002289
"418",0,7,14.5725002289
"419",0,7,14.5725002289
"420",0,10,14.5725002289
"421",0,5,14.5725002289
"422",0,5,14.5725002289
"423",0.00742014048350097,7,14.5725002289
"424",0,9,14.5725002289
"425",0,9,12.6025009155
"426",0,10,12.6025009155
"427",0,10,12.6025009155
"428",0,10,12.6025009155
"429",0,10,12.6025009155
"430",0,3,12.6025009155
"431",0,1,12.6025009155
"432",0,1,12.6025009155
"433",0,3,12.6025009155
"434",0,3,12.6025009155
"435",0,3,15.9712495804
"436",0,3,15.9712495804
"437",0,3,15.9712495804
"438",0,2,15.9712495804
"439",0,2,15.9712495804
"440",0,4,15.9712495804
"441",0,4,15.9712495804
"442",0,2,15.9712495804
"443",0,2,15.9712495804
"444",0,2,15.9712495804
"445",0,12,15.9712495804
"446",0,12,15.9712495804
"447",0,12,15.9712495804
"448",0,5,15.9712495804
"449",0,4,15.9712495804
"450",0,4,15.9712495804
"451",0,4,15.9712495804
"452",0,4,15.9712495804
"453",0,4,15.9712495804
"454",0,4,15.9712495804
"455",0,4,15.9712495804
"456",0,4,15.9712495804
"457",0,4,15.9712495804
"458",0,4,17.0199985504
"459",0,13,17.0199985504
"460",0,9,17.0199985504
"461",0,9,17.0199985504
"462",0,9,17.0199985504
"463",0,9,17.0199985504
"464",0,8,17.0199985504
"465",0,8,17.0199985504
"466",0,8,17.0199985504
"467",0,9,17.0199985504
"468",0,9,17.0199985504
"469",0,10,17.0199985504
"470",0,11,17.0199985504
"471",0,12,17.0199985504
"472",0,7,17.0199985504
"473",0,8,17.0199985504
"474",0,10,17.0199985504
"475",0,9,17.0199985504
"476",0,12,17.0199985504
"477",0,12,17.0199985504
"478",0,12,17.0199985504
"479",0,11,17.0199985504
"480",0,11,17.0199985504
"481",0,11,17.0199985504
"482",0,11,17.0199985504
"483",0,10,17.0199985504
"484",0,14,17.0199985504
"485",0,13,17.0199985504
"486",0,9,17.0199985504
"487",0,9,17.0199985504
"488",0,7,15.8412504196
"489",0,7,15.8412504196
"490",0,7,15.8412504196
"491",0,8,15.8412504196
"492",0,8,15.8412504196
"493",0,10,15.8412504196
"494",0,10,15.8412504196
"495",0,9,15.8412504196
"496",0,8,15.8412504196
"497",0,7,15.8412504196
"498",0,8,15.8412504196
"499",0,10,15.8412504196
"500",0,10,15.8412504196
"501",0,10,15.8412504196
"502",0,9,15.8412504196
"503",0,10,15.8412504196
"504",0,6,15.8412504196
"505",0,6,15.8412504196
"506",0,5,15.8412504196
"507",0,4,15.8412504196
"508",0,4,15.8412504196
"509",0,6,15.8412504196
"510",0,6,15.8412504196
"511",0,7,15.8412504196
"512",0,7,15.8412504196
"513",0,7,13.936249733
"514",0,5,13.936249733
"515",0,5,13.936249733
"516",0,6,13.936249733
"517",0,6,13.936249733
"518",0,7,13.936249733
"519",0,8,13.936249733
"520",0,9,13.936249733
"521",0,10,13.936249733
"522",0,5,13.936249733
"523",0,5,13.936249733
"524",0,3,13.936249733
"525",0,3,13.936249733
"526",0,9,14.0687503815
"527",0,9,14.0687503815
"528",0,9,14.0687503815
"529",0,7,14.0687503815
"530",0,9,14.0687503815
"531",0,9,14.0687503815
"532",0,NA,14.0687503815
"533",0,NA,14.0687503815
"534",0,6,14.0687503815
"535",0,6,14.0687503815
"536",0,4,14.0687503815
"537",0,1,14.0687503815
"538",0,2,14.0687503815
"539",0,2,14.0687503815
"540",0.0668324129878839,2,14.0687503815
"541",0,2,9.98750019073
"542",0,2,9.98750019073
"543",0,2,9.98750019073
"544",0,2,9.98750019073
"545",0,2,9.98750019073
"546",0,2,9.98750019073
"547",0,2,9.98750019073
"548",0,2,9.98750019073
"549",0,3,9.98750019073
"550",0,3,11.2950000763
"551",0,3,11.2950000763
"552",0,2,11.2950000763
"553",0,2,11.2950000763
"554",0,2,11.2950000763
"555",0,NA,11.2950000763
"556",0,3,11.2950000763
"557",0,3,11.2950000763
"558",0,3,11.2950000763
"559",0,3,11.2950000763
"560",0,3,11.2950000763
"561",0,3,11.2950000763
"562",0,1,11.2950000763
"563",0,2,11.2950000763
"564",0,NA,11.2950000763
"565",0,2,11.2950000763
"566",0,1,11.2950000763
"567",0,1,11.2950000763
"568",0.109218131753432,3,13.3850002289
"569",0,1,13.3850002289
"570",0,1,13.3850002289
"571",0,3,15.2850008011
"572",0,3,15.2850008011
"573",0,3,15.2850008011
"574",0,3,15.2850008011
"575",0,1,15.2850008011
"576",0,2,15.2850008011
"577",0,5,15.2850008011
"578",0,5,15.2850008011
"579",0,5,15.2850008011
"580",0,5,15.2850008011
"581",0,3,15.2850008011
"582",0,2,15.2850008011
"583",0,1,15.2850008011
"584",0,1,15.2850008011
"585",0,1,15.2850008011
"586",0,2,15.2850008011
"587",0,NA,16.1350002289
"588",0,NA,16.1350002289
"589",0,NA,16.1350002289
"590",0,NA,16.1350002289
"591",0,NA,16.1350002289
"592",0,9,15.2150001526
"593",0,6,15.2150001526
"594",0,5,15.2150001526
"595",0,4,15.2150001526
"596",0,11,15.2150001526
"597",0,14,15.2150001526
"598",0,18,15.2150001526
"599",0,13,15.2150001526
"600",0,10,15.2150001526
"601",0,10,15.2150001526
"602",0,7,15.2150001526
"603",0,8,15.2150001526
"604",0,5,15.2150001526
"605",0,5,15.2150001526
"606",0,7,15.2150001526
"607",0,7,15.2150001526
"608",0,10,15.2150001526
"609",0,12,15.2150001526
"610",0,10,15.2150001526
"611",0,8,15.2150001526
"612",0,9,15.2150001526
"613",0,10,15.2150001526
"614",0,5,15.2150001526
"615",0,4,15.2150001526
"616",0,6,15.2150001526
"617",0,6,15.2150001526
"618",0,6,13.9974994659
"619",0,6,13.9974994659
"620",0,5,13.9974994659
"621",0,5,13.9974994659
"622",0,2,13.9974994659
"623",0,4,13.9974994659
"624",0,2,13.9974994659
"625",0,2,13.9974994659
"626",0.0908344399199064,3,13.9974994659
"627",0.0961231195820353,3,13.9974994659
"628",0,4,13.9974994659
"629",0,1,13.9974994659
"630",0,2,9.94750022888
"631",0,2,9.94750022888
"632",0,3,9.94750022888
"633",0,3,9.94750022888
"634",0,1,9.94750022888
"635",0,2,9.94750022888
"636",0,2,9.94750022888
"637",0,2,9.94750022888
"638",0,2,9.94750022888
"639",0,3,9.94750022888
"640",0,3,9.94750022888
"641",0,3,9.94750022888
"642",0,3,9.94750022888
"643",0,3,9.94750022888
"644",0,3,9.94750022888
"645",0,3,9.94750022888
"646",0,3,9.94750022888
"647",0,3,9.94750022888
"648",0,3,9.94750022888
"649",0,4,9.94750022888
"650",0,4,9.94750022888
"651",0,3,9.94750022888
"652",0,1,11.3449993134
"653",0,1,11.3449993134
"654",0,2,11.3449993134
"655",0,2,11.3449993134
"656",0,2,11.3449993134
"657",0,2,11.3449993134
"658",0,2,11.3449993134
"659",0,2,11.3449993134
"660",0,2,11.3449993134
"661",0,1,11.3449993134
"662",0,1,11.3449993134
"663",0,4,11.3449993134
"664",0,2,11.3449993134
"665",0,2,11.3449993134
"666",0,1,11.3449993134
"667",0,3,11.3449993134
"668",0,5,11.3449993134
"669",0,6,11.3449993134
"670",0,4,11.3449993134
"671",0,2,11.3449993134
"672",0,2,11.3449993134
"673",0,2,11.3449993134
"674",0,2,13.4274997711
"675",0,4,13.4274997711
"676",0,4,14.5475006104
"677",0,3,14.5475006104
"678",0,2,14.5475006104
"679",0,4,14.5475006104
"680",0,4,14.5475006104
"681",0,3,14.5475006104
"682",0,4,14.5475006104
"683",0,5,14.5475006104
"684",0,4,14.5475006104
"685",0,4,15.8724994659
"686",0,4,15.8724994659
"687",0,2,15.8724994659
"688",0,2,15.8724994659
"689",0,2,15.8724994659
"690",0,2,15.8724994659
"691",0,11,15.8724994659
"692",0,15,15.8724994659
"693",0,NA,15.8724994659
"694",0,17,15.8724994659
"695",0,20,15.8724994659
"696",0,22,15.8724994659
"697",0,21,15.8724994659
"698",0,20,15.8724994659
"699",0,20,15.8724994659
"700",0,19,15.8724994659
"701",0,20,15.8724994659
"702",0,21,15.8724994659
"703",0,18,15.8724994659
"704",0,8,15.7274999619
"705",0,6,15.7274999619
"706",0,7,15.7274999619
"707",0,5,15.7274999619
"708",0,3,15.7274999619
"709",0,4,15.7274999619
"710",0,4,15.7274999619
"711",0,4,15.7274999619
"712",0,5,15.7274999619
"713",0,5,15.7274999619
"714",0,5,15.7274999619
"715",0,3,15.7274999619
"716",0,3,15.7274999619
"717",0,4,15.7274999619
"718",0,3,15.7274999619
"719",0,3,15.7274999619
"720",0,NA,15.7274999619
"721",0,3,15.7274999619
"722",0,3,15.7274999619
"723",0.124751285867674,3,15.7274999619
"724",0,4,15.7274999619
"725",0,4,15.7274999619
"726",0,5,15.7274999619
"727",0,5,15.7274999619
"728",0,5,15.7274999619
"729",0,3,15.7274999619
"730",0,5,15.7274999619
"731",0,5,14.2525005341
"732",0,10,14.2525005341
"733",0,9,14.2525005341
"734",0,9,14.2525005341
"735",0,6,14.2525005341
"736",0,1,14.2525005341
"737",0,9,14.2525005341
"738",0,8,14.2525005341
"739",0,7,14.2525005341
"740",0,7,14.2525005341
"741",0,8,14.2525005341
"742",0,7,14.2525005341
"743",0,3,14.2525005341
"744",0,3,14.2525005341
"745",0,4,14.2525005341
"746",0,6,14.2525005341
"747",0,6,14.2525005341
"748",0,6,14.2525005341
"749",0,2,14.2525005341
"750",0,6,9.62250041962
"751",0.0815875014308928,10,9.62250041962
"752",0,1,10.7512493134
"753",0,2,10.7512493134
"754",0,2,10.7512493134
"755",0,2,10.7512493134
"756",0,2,10.7512493134
"757",0,2,10.7512493134
"758",0,2,10.7512493134
"759",0,2,10.7512493134
"760",0,2,10.7512493134
"761",0,2,10.7512493134
"762",0,2,10.7512493134
"763",0,3,10.7512493134
"764",0,3,10.7512493134
"765",0,2,10.7512493134
"766",0,2,10.7512493134
"767",0,2,10.7512493134
"768",0,2,10.7512493134
"769",0,1,10.7512493134
"770",0,1,10.7512493134
"771",0,1,10.7512493134
"772",0,1,13.4112501144
"773",0,1,13.4112501144
"774",0,7,15.2037506104
"775",0,5,15.2037506104
"776",0,7,15.2037506104
"777",0,5,15.2037506104
"778",0,7,15.7250003815
"779",0,7,15.7250003815
"780",0,7,15.7250003815
"781",0,5,15.7250003815
"782",0,7,15.7250003815
"783",0,6,15.7250003815
"784",0.0182742004373586,3,15.7250003815
"785",0,6,15.7250003815
"786",0,6,15.7250003815
"787",0,8,15.7250003815
"788",0,7,15.7250003815
"789",0,4,15.7250003815
"790",0,9,15.7250003815
"791",0,10,15.7250003815
"792",0,12,15.7250003815
"793",0,12,15.7250003815
"794",0,12,15.7250003815
"795",0,14,15.7250003815
"796",0,14,15.7250003815
"797",0,16,15.7250003815
"798",0,15,15.7250003815
"799",0,13,15.7250003815
"800",0,17,15.7250003815
"801",0,11,15.7250003815
"802",0,16,15.7250003815
"803",0,15,15.7250003815
"804",0,15,15.7250003815
"805",0,17,15.7250003815
"806",0,19,15.7250003815
"807",0.103858796901115,18,15.7250003815
"808",0,13,15.5100002289
"809",0,13,15.5100002289
"810",0,13,15.5100002289
"811",0,10,15.5100002289
"812",0,10,15.5100002289
"813",0,10,15.5100002289
"814",0,6,15.5100002289
"815",0,2,15.5100002289
"816",0,5,15.5100002289
"817",0,6,15.5100002289
"818",0,6,15.5100002289
"819",0,4,15.5100002289
"820",0,4,15.5100002289
"821",0,4,15.5100002289
"822",0,6,15.5100002289
"823",0,5,15.5100002289
"824",0,5,15.5100002289
"825",0,7,15.5100002289
"826",0,7,15.5100002289
"827",0,4,15.5100002289
"828",0,5,15.5100002289
"829",0,7,15.5100002289
"830",0,11,15.5100002289
"831",0,10,15.5100002289
"832",0,9,15.5100002289
"833",0,9,15.5100002289
"834",0,12,15.5100002289
"835",0,12,14.2724990845
"836",0,10,14.2724990845
"837",0,13,14.2724990845
"838",0,8,14.2724990845
"839",0,4,14.2724990845
"840",0,8,14.2724990845
"841",0,8,14.2724990845
"842",0,3,14.2724990845
"843",0,4,14.2724990845
"844",0,NA,10.3137493134
"845",0,NA,10.3137493134
"846",0,NA,10.3137493134
"847",0,NA,10.3137493134
"848",0,NA,10.3137493134
"849",0,NA,10.3137493134
"850",0,NA,11.8650007248
"851",0,NA,11.8650007248
"852",0,NA,11.8650007248
"853",0,NA,11.8650007248
"854",0.0526237994617048,NA,11.8650007248
"855",0,NA,11.8650007248
"856",0,NA,11.8650007248
"857",0,NA,11.8650007248
"858",0,NA,11.8650007248
"859",0,NA,11.8650007248
"860",0,NA,11.8650007248
"861",0,NA,11.8650007248
"862",0,NA,11.8650007248
"863",0,NA,11.8650007248
"864",0,NA,11.8650007248
"865",0,NA,11.8650007248
"866",0,NA,11.8650007248
"867",0,NA,11.8650007248
"868",0,NA,11.8650007248
"869",0,NA,13.7287502289
"870",0,NA,13.7287502289
"871",0,NA,13.7287502289
"872",0,NA,13.7287502289
"873",0,NA,13.7287502289
"874",0,NA,13.7287502289
"875",0,NA,14.7274999619
"876",0,NA,14.7274999619
"877",0,NA,14.7274999619
"878",0,NA,14.7274999619
"879",0,NA,14.7274999619
"880",0,NA,14.7274999619
"881",0,NA,14.7274999619
"882",0,NA,14.7274999619
"883",0,NA,14.7274999619
"884",0,NA,14.7274999619
"885",0,NA,14.7274999619
"886",0,NA,14.7274999619
"887",0,NA,14.7274999619
"888",0,NA,14.7274999619
"889",0,NA,14.7274999619
"890",0,NA,14.7274999619
"891",0,NA,15.8924999237
"892",0,NA,15.8924999237
"893",0,NA,15.8924999237
"894",0,NA,15.8924999237
"895",0,NA,15.8924999237
"896",0,NA,15.8924999237
"897",0,NA,15.8924999237
"898",0,NA,15.8924999237
"899",0,NA,15.8924999237
"900",0,NA,15.8924999237
"901",0,NA,15.8924999237
"902",0,NA,15.8924999237
"903",0,NA,15.8924999237
"904",0,NA,15.8924999237
"905",0,NA,15.8924999237
"906",0,NA,15.8924999237
"907",0,NA,15.8924999237
"908",0,NA,15.8924999237
"909",0,NA,15.8924999237
"910",0,NA,15.8924999237
"911",0,NA,15.8924999237
"912",0,NA,15.8924999237
"913",0,NA,15.8924999237
"914",0,NA,15.8924999237
"915",0,NA,15.8924999237
"916",0,NA,15.8924999237
"917",0,NA,15.6450004578
"918",0,NA,15.6450004578
"919",0,NA,15.6450004578
"920",0,NA,15.6450004578
"921",0,NA,15.6450004578
"922",0,NA,15.6450004578
"923",0,NA,15.6450004578
"924",0,NA,15.6450004578
"925",0,NA,15.6450004578
"926",0,NA,15.6450004578
"927",0,NA,15.6450004578
"928",0,NA,15.6450004578
"929",0,NA,15.6450004578
"930",0,NA,15.6450004578
"931",0,NA,15.6450004578
"932",0,NA,15.6450004578
"933",0,NA,15.6450004578
"934",0,NA,15.6450004578
"935",0,NA,15.6450004578
"936",0,NA,15.6450004578
"937",0,NA,15.6450004578
"938",0,NA,15.6450004578
"939",0,NA,15.6450004578
"940",0,NA,15.6450004578
"941",0,NA,15.6450004578
"942",0,NA,13.6700000763
"943",0.0717458277763777,NA,13.6700000763
"944",0,NA,13.6700000763
"945",0,NA,13.6700000763
"946",0,NA,13.6700000763
"947",0,NA,13.6700000763
"948",0,NA,13.6700000763
"949",0,NA,13.6700000763
"950",0,NA,13.6700000763
"951",0,NA,13.6700000763
"952",0,NA,13.6700000763
"953",0,NA,13.6700000763
"954",0,NA,13.6700000763
"955",0,NA,13.6700000763
"956",0,NA,13.6700000763
"957",0.121496614827336,NA,13.6700000763
"958",0,NA,10.6174993515
"959",0,NA,10.6174993515
"960",0,NA,10.6174993515
"961",0,NA,10.6174993515
"962",0,NA,10.6174993515
"963",0,NA,10.6174993515
"964",0,NA,11.3599996567
"965",0,NA,11.3599996567
"966",0,NA,11.3599996567
"967",0,NA,13.5275001526
"968",0,NA,13.5275001526
"969",0,NA,15.1800003052
"970",0.0303996583190099,NA,15.1800003052
"971",0,NA,15.1800003052
"972",0,NA,15.1800003052
"973",0,NA,15.1800003052
"974",0,NA,15.1800003052
"975",0,NA,15.1800003052
