"","y","x1","x2","year"
"1",0,1,10.4087505341,1971
"2",0,1,10.4087505341,1971
"3",0,1,10.4087505341,1971
"4",0,1,10.4087505341,1971
"5",0,1,10.4087505341,1971
"6",0,1,10.4087505341,1971
"7",0,1,10.4087505341,1971
"8",0,1,10.4087505341,1971
"9",0,1,10.4087505341,1971
"10",0,1,10.4087505341,1971
"11",0,1,10.4087505341,1971
"12",0,1,10.4087505341,1971
"13",0,1,10.4087505341,1971
"14",0,1,10.4087505341,1971
"15",0,1,10.4087505341,1971
"16",0,1,10.4087505341,1971
"17",0,1,11.6337499619,1971
"18",0,1,11.6337499619,1971
"19",0,1,11.6337499619,1971
"20",0,1,11.6337499619,1971
"21",0,1,11.6337499619,1971
"22",0,1,11.6337499619,1971
"23",0,1,11.6337499619,1971
"24",0.0989107419268145,1,11.6337499619,1971
"25",0,1,11.6337499619,1971
"26",0,1,11.6337499619,1971
"27",0,1,11.6337499619,1971
"28",0,1,11.6337499619,1971
"29",0,1,11.6337499619,1971
"30",0,1,11.6337499619,1971
"31",0.0126997836465936,1,11.6337499619,1971
"32",0,1,11.6337499619,1971
"33",0,1,11.6337499619,1971
"34",0,1,11.6337499619,1971
"35",0,1,11.6337499619,1971
"36",0,1,11.6337499619,1971
"37",0,1,11.6337499619,1971
"38",0,1,11.6337499619,1971
"39",0,1,11.6337499619,1971
"40",0,1,11.6337499619,1971
"41",0,1,11.6337499619,1971
"42",0,1,11.6337499619,1971
"43",0,1,11.6337499619,1971
"44",0,1,11.6337499619,1971
"45",0,1,11.6337499619,1971
"46",0,1,11.6337499619,1971
"47",0,1,11.6337499619,1971
"48",0,1,13.1087493896,1971
"49",0,1,13.1087493896,1971
"50",0,1,13.1087493896,1971
"51",0,1,13.1087493896,1971
"52",0,3,13.1087493896,1971
"53",0,1,13.1087493896,1971
"54",0,1,13.1087493896,1971
"55",0,1,13.1087493896,1971
"56",0,1,13.1087493896,1971
"57",0,1,13.1087493896,1971
"58",0,1,13.1087493896,1971
"59",0,1,13.1087493896,1971
"60",0,1,13.1087493896,1971
"61",0,1,13.1087493896,1971
"62",0,1,13.1087493896,1971
"63",0,1,13.1087493896,1971
"64",0,1,13.1087493896,1971
"65",0,1,13.1087493896,1971
"66",0,1,13.1087493896,1971
"67",0,1,13.1087493896,1971
"68",0,1,13.1087493896,1971
"69",0,2,13.1087493896,1971
"70",0,1,13.1087493896,1971
"71",0,1,13.1087493896,1971
"72",0,1,13.1087493896,1971
"73",0,3,13.1087493896,1971
"74",0,3,13.1087493896,1971
"75",0,2,13.1087493896,1971
"76",0,2,13.1087493896,1971
"77",0,2,13.1087493896,1971
"78",0,1,15.5500001907,1971
"79",0,1,15.5500001907,1971
"80",0,1,15.5500001907,1971
"81",0,1,15.5500001907,1971
"82",0,1,15.5500001907,1971
"83",0,2,15.5500001907,1971
"84",0,2,15.5500001907,1971
"85",0,2,15.5500001907,1971
"86",0,4,15.5500001907,1971
"87",0.110149456297886,3,15.5500001907,1971
"88",0,3,15.5500001907,1971
"89",0,3,15.5500001907,1971
"90",0,3,15.5500001907,1971
"91",0,2,15.5500001907,1971
"92",0,3,15.5500001907,1971
"93",0,3,15.5500001907,1971
"94",0,3,15.5500001907,1971
"95",0,4,15.5500001907,1971
"96",0,4,15.5500001907,1971
"97",0,5,15.5500001907,1971
"98",0,3,15.5500001907,1971
"99",0,10,15.5500001907,1971
"100",0,10,15.5500001907,1971
"101",0,10,15.5500001907,1971
"102",0,10,15.5500001907,1971
"103",0,1,16.2150001526,1971
"104",0,1,16.2150001526,1971
"105",0,1,16.2150001526,1971
"106",0,1,16.2150001526,1971
"107",0,1,16.2150001526,1971
"108",0,1,16.2150001526,1971
"109",0,1,16.2150001526,1971
"110",0,2,16.2150001526,1971
"111",0,2,16.2150001526,1971
"112",0,2,16.2150001526,1971
"113",0,5,16.2150001526,1971
"114",0,7,16.2150001526,1971
"115",0,5,16.2150001526,1971
"116",0,10,16.2150001526,1971
"117",0,10,16.2150001526,1971
"118",0,10,16.2150001526,1971
"119",0,12,16.2150001526,1971
"120",0,12,16.2150001526,1971
"121",0,11,16.2150001526,1971
"122",0,11,16.2150001526,1971
"123",0,10,16.2150001526,1971
"124",0,8,16.2150001526,1971
"125",0,9,16.2150001526,1971
"126",0.0775641714079005,9,16.2150001526,1971
"127",0,8,16.2150001526,1971
"128",0,8,16.2150001526,1971
"129",0,8,16.2150001526,1971
"130",0,9,16.2150001526,1971
"131",0,5,16.1012496948,1971
"132",0,4,16.1012496948,1971
"133",0,4,16.1012496948,1971
"134",0,2,16.1012496948,1971
"135",0,2,16.1012496948,1971
"136",0,2,16.1012496948,1971
"137",0,2,16.1012496948,1971
"138",0,2,16.1012496948,1971
"139",0.0131621296474434,4,16.1012496948,1971
"140",0,4,16.1012496948,1971
"141",0,4,16.1012496948,1971
"142",0,4,16.1012496948,1971
"143",0,4,16.1012496948,1971
"144",0,4,16.1012496948,1971
"145",0,4,16.1012496948,1971
"146",0,4,16.1012496948,1971
"147",0,4,16.1012496948,1971
"148",0,7,16.1012496948,1971
"149",0,7,15.157500267,1971
"150",0,5,15.157500267,1971
"151",0,6,15.157500267,1971
"152",0,6,15.157500267,1971
"153",0,8,15.157500267,1971
"154",0,8,15.157500267,1971
"155",0,6,15.157500267,1971
"156",0,5,15.157500267,1971
"157",0,2,15.157500267,1971
"158",0,3,15.157500267,1971
"159",0,3,15.157500267,1971
"160",0,2,15.157500267,1971
"161",0,2,15.157500267,1971
"162",0,3,9.99874973297,1972
"163",0,2,9.99874973297,1972
"164",0,2,9.99874973297,1972
"165",0,2,9.99874973297,1972
"166",0,3,9.99874973297,1972
"167",0,3,9.99874973297,1972
"168",0,1,10.8287496567,1972
"169",0,1,10.8287496567,1972
"170",0,1,10.8287496567,1972
"171",0,1,10.8287496567,1972
"172",0,2,12.1049995422,1972
"173",0,2,12.1049995422,1972
"174",0,2,12.1049995422,1972
"175",0,2,12.1049995422,1972
"176",0,2,12.1049995422,1972
"177",0,2,12.1049995422,1972
"178",0,2,12.1049995422,1972
"179",0,2,12.1049995422,1972
"180",0,2,14.2125005722,1972
"181",0,2,14.2125005722,1972
"182",0,2,14.2125005722,1972
"183",0,2,14.2125005722,1972
"184",0,2,15.311249733,1972
"185",0,2,15.311249733,1972
"186",0,2,15.311249733,1972
"187",0,2,15.311249733,1972
"188",0,2,15.311249733,1972
"189",0,2,15.311249733,1972
"190",0,2,15.311249733,1972
"191",0,2,15.311249733,1972
"192",0,2,15.311249733,1972
"193",0.0663534404433986,3,15.311249733,1972
"194",0,3,15.311249733,1972
"195",0,7,15.311249733,1972
"196",0,8,15.311249733,1972
"197",0,9,15.311249733,1972
"198",0,14,15.311249733,1972
"199",0,13,15.311249733,1972
"200",0,12,15.311249733,1972
"201",0,13,15.311249733,1972
"202",0.0562890320794977,11,15.311249733,1972
"203",0,11,15.311249733,1972
"204",0,10,15.311249733,1972
"205",0,12,15.311249733,1972
"206",0,10,15.311249733,1972
"207",0,10,15.311249733,1972
"208",0,10,15.311249733,1972
"209",0,9,15.311249733,1972
"210",0,9,15.0437507629,1972
"211",0,8,15.0437507629,1972
"212",0,8,15.0437507629,1972
"213",0,4,15.0437507629,1972
"214",0,4,15.0437507629,1972
"215",0,4,15.0437507629,1972
"216",0,1,15.0437507629,1972
"217",0,4,15.0437507629,1972
"218",0,4,15.0437507629,1972
"219",0,2,13.9087495804,1972
"220",0,1,13.9087495804,1972
"221",0,1,13.9087495804,1972
"222",0.112976971258593,1,13.9087495804,1972
"223",0,1,13.9087495804,1972
"224",0,1,13.9087495804,1972
"225",0,1,13.9087495804,1972
"226",0,1,13.9087495804,1972
"227",0,1,13.9087495804,1972
"228",0,1,10.2650003433,1973
"229",0,1,10.2650003433,1973
"230",0,1,11.5437498093,1973
"231",0,11,11.5437498093,1973
"232",0,11,11.5437498093,1973
"233",0,11,11.5437498093,1973
"234",0,1,11.5437498093,1973
"235",0,1,11.5437498093,1973
"236",0,1,11.5437498093,1973
"237",0,3,11.5437498093,1973
"238",0,2,11.5437498093,1973
"239",0,2,11.5437498093,1973
"240",0,2,11.5437498093,1973
"241",0,2,11.5437498093,1973
"242",0,2,11.5437498093,1973
"243",0,2,11.5437498093,1973
"244",0,4,11.5437498093,1973
"245",0,4,11.5437498093,1973
"246",0,1,11.5437498093,1973
"247",0,4,11.5437498093,1973
"248",0.11920747151972,4,11.5437498093,1973
"249",0.0170118846479274,3,13.6837501526,1973
"250",0,3,13.6837501526,1973
"251",0,3,13.6837501526,1973
"252",0,2,13.6837501526,1973
"253",0,3,13.6837501526,1973
"254",0,3,13.6837501526,1973
"255",0,3,13.6837501526,1973
"256",0,3,13.6837501526,1973
"257",0,3,13.6837501526,1973
